ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,2.93,4.07,4.79,4.29,3.14,2.14,SPE
RF,6.57,4.21,3.86,4.0,2.93,3.71,2.71,SPE
SVM,6.43,3.0,3.93,4.07,4.5,3.0,3.07,SPE
ABC,4.57,4.43,3.36,3.64,3.36,5.07,3.57,SPE
MLP,6.36,4.07,3.86,2.71,4.0,2.93,4.07,SPE
DTREE,5.86,4.14,2.79,3.57,4.43,2.36,4.86,SPE
KNN,5.07,3.07,4.0,3.14,3.93,3.79,5.0,SPE
SGD,6.43,4.21,3.36,3.0,2.57,3.36,5.07,SPE
avarage,5.99,3.76,3.65,3.62,3.75,3.42,3.81,SPE
std,0.77,0.64,0.44,0.67,0.72,0.81,1.12,SPE
