ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.16,3.43,3.45,3.6,3.52,4.44,3.39,IBA
SVM,6.6,2.85,3.7,3.63,4.4,3.3,3.51,IBA
SGD,5.41,3.57,3.48,3.51,4.34,4.07,3.62,IBA
LRG,6.93,2.8,3.61,3.55,4.35,3.1,3.66,IBA
DTREE,4.93,3.64,3.34,3.98,4.48,3.89,3.74,IBA
ABC,5.85,3.35,3.16,3.25,4.14,4.48,3.77,IBA
MLP,6.55,3.06,3.48,3.67,3.98,3.48,3.77,IBA
KNN,5.88,3.0,3.56,3.38,4.33,4.01,3.85,IBA
avarage,6.04,3.21,3.47,3.57,4.19,3.85,3.66,IBA
std,0.66,0.33,0.17,0.22,0.31,0.51,0.15,IBA
