ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,6.29,3.86,4.0,3.64,4.64,3.21,2.36,GEO
LRG,6.57,2.93,3.14,4.5,4.93,3.14,2.79,GEO
RF,5.0,4.14,3.21,3.5,3.57,4.5,4.07,GEO
KNN,4.86,3.79,2.57,3.71,4.43,4.43,4.21,GEO
ABC,2.5,3.57,4.14,3.29,4.93,5.29,4.29,GEO
SGD,6.0,3.71,3.86,2.5,3.86,3.14,4.93,GEO
MLP,6.64,3.21,2.79,3.79,2.93,3.07,5.57,GEO
DTREE,4.43,3.86,2.21,3.29,4.57,3.57,6.07,GEO
avarage,5.29,3.63,3.24,3.53,4.23,3.79,4.29,GEO
std,1.4,0.39,0.71,0.56,0.71,0.84,1.27,GEO
