ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,3.76,3.43,3.17,3.79,5.41,4.81,3.62,F1
DTREE,3.09,3.6,3.33,4.07,6.19,3.98,3.74,F1
SVM,3.25,3.79,3.12,4.5,5.15,4.31,3.89,F1
LRG,4.11,3.37,2.97,4.29,5.23,3.93,4.1,F1
MLP,3.3,3.43,2.7,4.32,5.42,4.69,4.15,F1
SGD,2.93,4.05,3.79,4.03,4.76,4.28,4.16,F1
ABC,2.89,3.93,3.49,4.07,5.89,3.46,4.27,F1
KNN,1.82,4.43,3.37,4.66,5.86,3.27,4.6,F1
avarage,3.15,3.75,3.24,4.22,5.49,4.09,4.06,F1
std,0.68,0.37,0.33,0.28,0.47,0.54,0.31,F1
