ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.25,3.68,3.39,3.61,4.16,4.04,3.89,AUC
LRG,6.76,2.75,3.54,3.51,4.05,3.25,4.15,AUC
DTREE,4.67,3.52,3.2,4.05,4.66,3.7,4.2,AUC
SVM,6.47,2.92,3.52,3.43,4.14,3.19,4.33,AUC
ABC,5.76,3.37,2.93,3.16,4.03,4.3,4.44,AUC
RF,5.93,3.24,3.02,3.47,3.6,4.26,4.48,AUC
MLP,6.43,3.11,3.24,3.58,3.6,3.37,4.68,AUC
KNN,5.58,3.06,3.19,3.2,4.26,3.77,4.93,AUC
avarage,5.86,3.2,3.25,3.5,4.06,3.73,4.39,AUC
std,0.7,0.31,0.22,0.28,0.35,0.44,0.33,AUC
