ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,5.99,3.5,3.25,3.69,3.84,4.47,3.27,AUC
KNN,5.69,3.34,3.48,3.45,4.49,4.01,3.54,AUC
DTREE,4.82,3.63,3.24,4.11,4.76,3.8,3.65,AUC
SVM,6.51,3.01,3.66,3.58,4.29,3.27,3.69,AUC
ABC,5.82,3.49,3.08,3.26,4.2,4.44,3.7,AUC
SGD,5.26,3.63,3.41,3.56,4.22,4.2,3.71,AUC
LRG,6.75,2.81,3.49,3.59,4.1,3.35,3.91,AUC
MLP,6.43,3.19,3.39,3.73,3.73,3.48,4.07,AUC
avarage,5.91,3.32,3.37,3.62,4.2,3.88,3.69,AUC
std,0.65,0.3,0.18,0.24,0.33,0.48,0.24,AUC
