ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,5.91,3.56,3.52,4.12,3.65,4.16,3.07,AUC
MLP,6.42,3.27,3.32,3.84,4.2,3.67,3.27,AUC
SVM,6.51,3.54,3.56,3.48,4.39,3.22,3.3,AUC
DTREE,4.99,3.41,3.6,4.34,4.91,3.43,3.32,AUC
LRG,6.8,3.09,3.46,3.63,4.15,3.42,3.45,AUC
ABC,5.58,3.42,3.11,3.64,4.52,4.27,3.46,AUC
KNN,5.47,3.25,3.89,4.02,4.14,3.69,3.55,AUC
SGD,5.89,3.35,3.64,3.48,4.5,3.16,3.98,AUC
avarage,5.95,3.36,3.51,3.82,4.31,3.63,3.43,AUC
std,0.6,0.16,0.23,0.32,0.37,0.41,0.27,AUC
