ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,3.29,4.0,4.5,4.29,3.86,1.43,SPE
SVM,6.29,2.71,4.07,4.21,4.86,3.57,2.29,SPE
ABC,4.21,4.14,5.57,4.0,3.07,4.64,2.36,SPE
KNN,5.21,4.07,4.36,2.64,4.36,4.64,2.71,SPE
MLP,6.79,3.5,3.79,3.14,3.64,4.21,2.93,SPE
SGD,6.64,3.64,2.71,3.71,4.71,3.36,3.21,SPE
RF,6.14,4.14,2.93,5.0,2.29,4.21,3.29,SPE
DTREE,5.14,4.86,4.29,4.07,3.14,2.71,3.79,SPE
avarage,5.88,3.79,3.96,3.91,3.79,3.9,2.75,SPE
std,0.92,0.65,0.89,0.75,0.91,0.67,0.73,SPE
