ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.21,3.59,3.2,4.63,5.19,4.62,3.55,F1
LRG,4.19,3.61,2.93,4.22,5.29,4.03,3.72,F1
SGD,2.46,4.11,3.75,3.73,5.06,4.86,4.03,F1
MLP,2.94,3.66,3.16,4.05,5.34,4.51,4.34,F1
KNN,1.84,4.43,3.57,4.4,5.98,3.34,4.43,F1
ABC,2.96,3.93,3.35,3.69,5.85,3.34,4.87,F1
RF,3.57,3.48,2.98,3.21,5.43,4.31,5.02,F1
DTREE,2.68,3.56,3.31,3.56,5.45,4.24,5.2,F1
avarage,2.98,3.8,3.28,3.94,5.45,4.16,4.4,F1
std,0.71,0.33,0.28,0.47,0.32,0.56,0.61,F1
