ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,3.0,3.5,4.93,4.71,3.57,2.5,PRE
SVM,5.79,3.5,3.86,4.0,4.14,3.36,3.36,PRE
SGD,5.86,3.93,4.14,2.64,4.14,3.64,3.64,PRE
MLP,6.21,3.29,3.57,3.29,3.29,3.64,4.71,PRE
ABC,2.64,3.29,3.71,3.43,4.79,5.36,4.79,PRE
KNN,3.5,4.29,2.5,3.71,4.29,4.43,5.29,PRE
DTREE,4.64,3.57,2.5,2.86,4.71,3.71,6.0,PRE
RF,4.64,3.93,3.36,2.0,3.93,3.93,6.21,PRE
avarage,4.88,3.6,3.39,3.36,4.25,3.96,4.56,PRE
std,1.28,0.42,0.6,0.9,0.5,0.65,1.31,PRE
