ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.21,3.39,3.51,3.6,3.4,4.4,3.49,GEO
MLP,6.69,3.13,3.59,3.85,3.74,3.48,3.52,GEO
KNN,5.97,3.14,3.67,3.39,4.16,4.1,3.57,GEO
SGD,5.52,3.58,3.53,3.37,4.26,4.13,3.61,GEO
ABC,6.01,3.34,3.09,3.33,3.96,4.59,3.69,GEO
SVM,6.65,2.83,3.7,3.6,4.34,3.14,3.75,GEO
DTREE,5.02,3.61,3.34,4.07,4.4,3.81,3.75,GEO
LRG,6.93,2.75,3.55,3.54,4.25,3.16,3.84,GEO
avarage,6.12,3.22,3.5,3.59,4.06,3.85,3.65,GEO
std,0.64,0.32,0.2,0.25,0.34,0.55,0.12,GEO
