ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.04,3.56,3.34,3.74,3.85,4.48,2.98,AUC
SGD,5.23,3.71,3.48,3.62,4.17,4.2,3.59,AUC
MLP,6.44,3.3,3.39,3.8,3.77,3.57,3.75,AUC
ABC,5.77,3.52,3.08,3.27,4.22,4.39,3.75,AUC
KNN,5.63,3.3,3.47,3.46,4.43,3.95,3.77,AUC
DTREE,4.79,3.61,3.27,4.08,4.71,3.77,3.77,AUC
SVM,6.49,2.91,3.66,3.57,4.34,3.2,3.84,AUC
LRG,6.8,2.78,3.56,3.57,4.12,3.3,3.89,AUC
avarage,5.9,3.33,3.4,3.64,4.2,3.86,3.67,AUC
std,0.68,0.34,0.18,0.24,0.3,0.48,0.29,AUC
