ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.0,3.14,3.36,4.43,4.14,3.64,4.29,REC
ABC,2.07,4.14,5.0,3.71,5.21,3.57,4.29,REC
SVM,5.0,3.0,3.0,4.79,3.57,3.86,4.79,REC
RF,4.57,3.79,2.57,3.93,3.64,4.07,5.43,REC
SGD,4.36,3.14,2.29,3.93,4.64,4.21,5.43,REC
KNN,2.57,4.36,3.29,3.14,4.93,3.36,6.36,REC
DTREE,3.79,3.64,3.0,2.29,4.86,4.0,6.43,REC
MLP,5.5,2.36,2.64,3.14,3.64,4.21,6.5,REC
avarage,4.11,3.45,3.14,3.67,4.33,3.87,5.44,REC
std,1.22,0.66,0.83,0.8,0.66,0.32,0.93,REC
