ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,5.59,3.39,3.22,3.7,4.59,4.29,3.23,AUC
LRG,6.82,3.08,3.52,3.66,4.11,3.5,3.31,AUC
DTREE,4.98,3.34,3.55,4.28,4.92,3.45,3.48,AUC
RF,5.89,3.43,3.43,4.06,3.6,4.09,3.51,AUC
SGD,5.85,3.5,3.76,3.46,4.61,3.3,3.52,AUC
MLP,6.4,3.18,3.23,3.81,4.2,3.55,3.62,AUC
SVM,6.5,3.46,3.52,3.44,4.35,3.09,3.63,AUC
KNN,5.42,3.16,3.84,3.93,4.12,3.65,3.89,AUC
avarage,5.93,3.32,3.51,3.79,4.31,3.61,3.52,AUC
std,0.61,0.16,0.22,0.29,0.4,0.4,0.2,AUC
