ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,6.57,3.1,4.36,3.46,3.11,4.52,2.88,SPE
RF,6.34,3.73,3.79,4.15,2.89,4.21,2.89,SPE
DTREE,5.47,3.54,4.0,4.48,4.22,3.39,2.9,SPE
ABC,6.09,3.57,3.58,3.66,3.76,4.3,3.03,SPE
LRG,6.93,3.52,4.13,3.32,3.52,3.48,3.1,SPE
MLP,6.78,3.8,3.89,3.65,3.41,3.35,3.11,SPE
SGD,6.34,4.06,3.75,3.58,3.9,3.19,3.18,SPE
SVM,6.78,3.65,3.6,3.35,3.75,3.27,3.61,SPE
avarage,6.41,3.62,3.89,3.71,3.57,3.71,3.09,SPE
std,0.47,0.27,0.27,0.41,0.43,0.54,0.24,SPE
