ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,6.31,3.84,3.57,3.53,3.81,3.1,3.84,SPE
LRG,6.93,3.18,3.98,3.21,3.33,3.18,4.19,SPE
SVM,6.73,3.52,3.51,3.26,3.66,3.1,4.22,SPE
DTREE,5.38,3.27,3.75,4.27,3.91,3.2,4.23,SPE
ABC,6.01,3.3,3.33,3.4,3.49,4.2,4.27,SPE
MLP,6.72,3.37,3.59,3.48,3.1,3.04,4.7,SPE
KNN,6.53,2.75,3.98,3.1,2.75,4.19,4.7,SPE
RF,6.3,3.31,3.32,3.78,2.59,3.92,4.79,SPE
avarage,6.36,3.32,3.63,3.51,3.33,3.49,4.37,SPE
std,0.5,0.31,0.26,0.37,0.48,0.52,0.33,SPE
