ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.21,3.84,3.39,4.13,3.97,3.61,3.85,SPE
ABC,6.16,3.59,3.18,3.3,3.2,4.49,4.08,SPE
SGD,6.15,3.32,3.84,3.62,3.62,3.35,4.09,SPE
KNN,6.39,3.29,3.84,2.93,3.0,4.38,4.18,SPE
RF,6.42,3.38,3.39,3.61,2.92,4.07,4.22,SPE
MLP,6.82,3.24,3.8,3.56,2.97,3.02,4.61,SPE
LRG,6.93,2.93,3.94,3.3,3.16,3.05,4.7,SPE
SVM,6.71,3.08,3.72,3.12,3.48,3.16,4.72,SPE
avarage,6.35,3.33,3.64,3.45,3.29,3.64,4.31,SPE
std,0.54,0.28,0.28,0.37,0.37,0.6,0.33,SPE
