ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.35,3.52,3.38,4.11,3.52,3.88,3.25,IBA
LRG,6.91,2.75,3.58,3.78,4.22,3.51,3.25,IBA
SGD,5.8,3.4,3.85,3.95,3.99,3.74,3.26,IBA
DTREE,5.09,3.95,3.28,4.27,4.64,3.47,3.3,IBA
KNN,6.01,3.22,3.61,3.7,4.06,4.08,3.32,IBA
SVM,6.6,3.07,3.61,3.83,4.59,2.91,3.39,IBA
MLP,6.66,2.79,3.6,3.58,4.25,3.59,3.53,IBA
ABC,5.58,2.9,3.36,3.83,4.1,4.48,3.75,IBA
avarage,6.13,3.2,3.53,3.88,4.17,3.71,3.38,IBA
std,0.62,0.41,0.18,0.22,0.35,0.47,0.18,IBA
