ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,4.76,4.0,3.16,4.34,4.84,3.26,3.64,AUC
RF,6.16,3.59,3.2,4.01,3.46,3.89,3.7,AUC
KNN,5.54,3.35,3.51,3.84,4.01,3.89,3.86,AUC
SGD,5.69,3.34,3.75,3.72,3.93,3.7,3.88,AUC
ABC,5.39,2.89,3.31,3.79,4.08,4.48,4.07,AUC
MLP,6.48,2.76,3.57,3.43,4.02,3.57,4.16,AUC
LRG,6.68,2.64,3.39,3.75,3.9,3.39,4.25,AUC
SVM,6.5,3.18,3.25,3.68,4.08,2.88,4.43,AUC
avarage,5.9,3.22,3.39,3.82,4.04,3.63,4.0,AUC
std,0.67,0.45,0.2,0.26,0.38,0.48,0.28,AUC
