ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,4.98,3.65,3.39,4.06,4.43,3.75,3.75,GEO
SGD,5.51,3.56,3.46,3.35,4.2,4.07,3.85,GEO
RF,6.11,3.25,3.37,3.53,3.28,4.29,4.16,GEO
ABC,5.9,3.16,2.95,3.26,3.84,4.52,4.38,GEO
KNN,5.97,3.01,3.48,3.2,4.02,3.93,4.39,GEO
MLP,6.67,2.93,3.35,3.64,3.55,3.3,4.56,GEO
SVM,6.63,2.75,3.52,3.4,4.08,3.04,4.57,GEO
LRG,6.93,2.61,3.39,3.32,3.99,3.0,4.75,GEO
avarage,6.09,3.11,3.36,3.47,3.93,3.74,4.3,GEO
std,0.65,0.36,0.18,0.28,0.37,0.57,0.36,GEO
