ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.5,3.44,3.94,4.43,4.12,3.37,3.19,SPE
KNN,6.57,2.92,4.24,3.34,2.89,4.38,3.66,SPE
ABC,6.02,3.57,3.42,3.53,3.51,4.19,3.75,SPE
RF,6.31,3.5,3.51,3.91,2.7,4.11,3.95,SPE
MLP,6.75,3.55,3.72,3.58,3.23,3.19,3.98,SPE
SGD,6.31,3.83,3.61,3.41,3.8,3.06,3.98,SPE
LRG,6.93,3.23,3.98,3.15,3.35,3.2,4.15,SPE
SVM,6.77,3.52,3.49,3.28,3.61,3.11,4.21,SPE
avarage,6.4,3.45,3.74,3.58,3.4,3.58,3.86,SPE
std,0.47,0.27,0.29,0.41,0.47,0.55,0.33,SPE
