ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.02,3.44,3.52,4.0,3.45,4.09,3.47,IBA
SVM,6.61,3.2,3.36,3.49,4.63,3.02,3.68,IBA
SGD,6.06,3.43,3.65,3.51,4.45,3.14,3.76,IBA
KNN,5.83,2.93,3.92,3.77,3.91,3.85,3.8,IBA
MLP,6.55,2.95,3.24,3.81,4.18,3.47,3.8,IBA
DTREE,5.02,3.2,3.59,4.29,4.6,3.48,3.81,IBA
ABC,5.75,3.29,3.17,3.57,4.13,4.24,3.85,IBA
LRG,6.93,2.9,3.44,3.55,4.14,3.13,3.9,IBA
avarage,6.1,3.17,3.49,3.75,4.19,3.55,3.76,IBA
std,0.6,0.22,0.24,0.28,0.39,0.46,0.13,IBA
