ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.02,3.87,3.48,4.86,5.43,4.84,3.51,REC
SGD,2.07,4.25,3.91,3.98,5.11,4.99,3.67,REC
MLP,2.2,3.98,3.38,4.27,5.63,4.79,3.75,REC
LRG,2.46,3.91,3.34,4.54,5.52,4.4,3.84,REC
KNN,1.66,4.51,3.59,4.52,6.12,3.43,4.17,REC
RF,2.49,4.09,3.4,3.58,5.91,4.3,4.23,REC
ABC,2.24,4.33,3.67,4.02,6.11,3.24,4.39,REC
DTREE,2.59,3.54,3.5,3.63,5.63,4.21,4.89,REC
avarage,2.22,4.06,3.53,4.18,5.68,4.27,4.06,REC
std,0.3,0.3,0.19,0.45,0.35,0.64,0.45,REC
