ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,2.26,4.48,3.65,4.09,6.2,3.31,4.01,REC
RF,2.53,4.05,3.4,3.6,5.97,4.37,4.08,REC
KNN,1.62,4.54,3.5,4.57,6.17,3.39,4.2,REC
SVM,2.02,3.7,3.34,4.73,5.31,4.69,4.2,REC
DTREE,2.67,3.67,3.57,3.68,5.82,4.34,4.25,REC
SGD,2.11,4.11,3.84,3.84,4.93,4.89,4.28,REC
MLP,2.16,3.85,3.2,4.21,5.57,4.65,4.36,REC
LRG,2.39,3.72,3.2,4.28,5.42,4.27,4.71,REC
avarage,2.22,4.02,3.46,4.12,5.67,4.24,4.26,REC
std,0.33,0.35,0.22,0.41,0.44,0.59,0.21,REC
