ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.14,3.54,3.5,3.99,3.32,4.13,3.38,GEO
MLP,6.55,3.12,3.42,3.69,4.18,3.42,3.62,GEO
KNN,5.98,2.95,3.89,3.72,3.82,3.97,3.67,GEO
SVM,6.65,3.19,3.43,3.52,4.47,3.02,3.72,GEO
ABC,5.77,3.41,3.18,3.58,4.03,4.28,3.75,GEO
DTREE,5.05,3.26,3.6,4.34,4.52,3.45,3.78,GEO
SGD,5.99,3.55,3.58,3.44,4.44,3.19,3.8,GEO
LRG,6.93,3.07,3.43,3.52,4.09,3.14,3.81,GEO
avarage,6.13,3.26,3.5,3.73,4.11,3.57,3.69,GEO
std,0.59,0.22,0.2,0.3,0.4,0.48,0.14,GEO
