ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,4.25,3.61,3.3,3.52,5.01,4.46,3.87,PRE
SGD,4.33,4.07,3.52,3.8,4.39,3.96,3.93,PRE
SVM,5.49,3.08,3.69,3.45,4.45,3.88,3.96,PRE
LRG,6.66,2.86,3.72,3.63,3.8,3.31,4.01,PRE
DTREE,3.75,3.39,3.61,3.66,5.19,4.35,4.04,PRE
KNN,3.95,3.71,3.65,3.73,4.7,4.2,4.07,PRE
MLP,5.45,3.01,3.4,3.88,4.34,3.79,4.14,PRE
ABC,4.17,3.62,3.2,3.57,5.02,3.88,4.54,PRE
avarage,4.76,3.42,3.51,3.65,4.61,3.98,4.07,PRE
std,1.01,0.41,0.19,0.14,0.46,0.36,0.21,PRE
