ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,6.57,2.97,4.25,3.35,2.92,4.4,3.54,SPE
DTREE,5.48,3.32,3.88,4.39,4.07,3.32,3.55,SPE
RF,6.31,3.58,3.61,4.03,2.8,4.11,3.56,SPE
ABC,6.09,3.54,3.4,3.58,3.6,4.21,3.57,SPE
SGD,6.35,3.88,3.62,3.51,3.92,3.12,3.6,SPE
MLP,6.75,3.62,3.77,3.62,3.28,3.25,3.7,SPE
SVM,6.77,3.5,3.49,3.34,3.63,3.09,4.18,SPE
LRG,6.93,3.2,3.99,3.14,3.34,3.19,4.2,SPE
avarage,6.41,3.45,3.75,3.62,3.44,3.59,3.74,SPE
std,0.47,0.28,0.28,0.41,0.45,0.55,0.28,SPE
