ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,2.81,3.67,3.37,4.39,5.82,3.7,4.24,F1
SGD,2.7,3.84,3.66,4.61,4.65,4.3,4.24,F1
KNN,1.93,4.74,3.47,4.55,5.87,3.2,4.25,F1
SVM,3.29,3.63,2.98,4.69,4.97,4.19,4.25,F1
RF,3.98,3.71,2.92,3.7,5.2,4.24,4.26,F1
DTREE,2.98,4.16,2.98,4.13,5.66,3.83,4.26,F1
LRG,4.03,3.05,2.98,4.48,5.12,4.0,4.34,F1
MLP,2.89,3.08,3.02,4.11,5.61,4.72,4.56,F1
avarage,3.08,3.74,3.17,4.33,5.36,4.02,4.3,F1
std,0.69,0.55,0.28,0.33,0.44,0.46,0.11,F1
