ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.93,3.14,4.5,4.93,3.14,2.79,GEO
ABC,2.79,3.64,4.14,3.43,5.21,5.71,3.07,GEO
SVM,6.14,3.79,3.86,3.5,4.5,3.07,3.14,GEO
KNN,5.0,3.71,2.71,3.64,4.29,4.43,4.21,GEO
SGD,6.0,3.71,4.0,2.57,4.14,3.14,4.43,GEO
DTREE,4.86,4.14,2.5,3.36,5.0,3.64,4.5,GEO
MLP,6.71,3.36,2.79,3.93,3.0,3.36,4.86,GEO
RF,4.86,3.93,3.21,3.29,3.57,4.14,5.0,GEO
avarage,5.37,3.65,3.29,3.53,4.33,3.83,4.0,GEO
std,1.29,0.37,0.63,0.55,0.76,0.91,0.87,GEO
