alphas,area_GEO,volume_GEO,area_volume_ratio_GEO,edge_ratio_GEO,radius_ratio_GEO,aspect_ratio_GEO,max_solid_angle_GEO,min_solid_angle_GEO,solid_angle_GEO,area_IBA,volume_IBA,area_volume_ratio_IBA,edge_ratio_IBA,radius_ratio_IBA,aspect_ratio_IBA,max_solid_angle_IBA,min_solid_angle_IBA,solid_angle_IBA
1.0,4.906666666666666,5.316666666666666,4.463333333333334,4.253333333333334,4.343333333333334,4.196666666666666,4.096666666666667,4.273333333333333,4.256666666666667,5.1,5.523333333333333,4.64,4.466666666666666,4.533333333333334,4.409999999999999,4.41,4.546666666666667,4.473333333333334
1.5,4.82,5.233333333333333,4.68,4.16,4.36,4.246666666666667,4.096666666666667,4.21,4.176666666666667,5.1066666666666665,5.446666666666666,4.826666666666667,4.406666666666666,4.576666666666667,4.456666666666667,4.36,4.446666666666666,4.37
2.0,4.736666666666666,5.2,4.666666666666667,4.173333333333333,4.38,4.293333333333333,4.156666666666666,4.223333333333334,4.093333333333333,4.9433333333333325,5.446666666666666,4.8500000000000005,4.403333333333333,4.6066666666666665,4.45,4.423333333333333,4.54,4.336666666666666
2.5,4.716666666666668,5.066666666666666,4.656666666666667,4.19,4.430000000000001,4.213333333333334,4.22,4.223333333333334,4.16,4.956666666666667,5.31,4.896666666666667,4.346666666666667,4.6866666666666665,4.366666666666667,4.46,4.443333333333334,4.363333333333333
3.0,4.8,5.086666666666667,4.726666666666667,4.306666666666667,4.293333333333334,4.079999999999999,4.09,4.213333333333334,4.17,5.0,5.289999999999999,4.873333333333334,4.483333333333333,4.566666666666666,4.333333333333333,4.276666666666667,4.376666666666666,4.44
3.5,4.890000000000001,5.156666666666667,4.623333333333334,4.103333333333333,4.326666666666667,4.303333333333334,4.260000000000001,4.223333333333334,4.32,5.103333333333333,5.346666666666667,4.843333333333334,4.300000000000001,4.54,4.453333333333333,4.449999999999999,4.456666666666667,4.533333333333334
4.0,4.916666666666667,5.266666666666667,4.536666666666666,4.1000000000000005,4.243333333333333,4.19,4.18,4.09,4.1433333333333335,5.086666666666667,5.56,4.746666666666666,4.343333333333333,4.483333333333333,4.363333333333333,4.38,4.343333333333334,4.3999999999999995
4.5,4.776666666666666,5.136666666666667,4.8933333333333335,4.253333333333334,4.386666666666667,4.12,4.236666666666667,4.166666666666667,4.316666666666667,5.010000000000001,5.29,5.069999999999999,4.56,4.706666666666667,4.326666666666667,4.38,4.363333333333333,4.513333333333333
5.0,4.8500000000000005,5.156666666666667,4.566666666666666,4.260000000000001,4.336666666666667,4.293333333333333,4.196666666666666,4.11,4.3066666666666675,5.016666666666667,5.3566666666666665,4.8566666666666665,4.596666666666667,4.593333333333333,4.453333333333333,4.376666666666666,4.3066666666666675,4.5633333333333335
5.5,4.816666666666667,5.2299999999999995,4.746666666666667,4.183333333333334,4.276666666666666,4.206666666666666,4.046666666666667,4.34,4.3966666666666665,5.033333333333334,5.44,5.013333333333334,4.483333333333333,4.516666666666667,4.413333333333334,4.296666666666667,4.52,4.609999999999999
6.0,4.823333333333333,5.1933333333333325,4.573333333333333,4.079999999999999,4.3133333333333335,4.083333333333333,4.1066666666666665,4.330000000000001,4.12,5.0233333333333325,5.359999999999999,4.823333333333333,4.243333333333333,4.616666666666667,4.330000000000001,4.289999999999999,4.626666666666667,4.296666666666667
6.5,4.88,5.006666666666667,4.833333333333333,4.1499999999999995,4.41,4.453333333333334,4.216666666666667,4.206666666666667,4.206666666666667,5.086666666666667,5.186666666666667,5.07,4.443333333333334,4.616666666666666,4.586666666666667,4.456666666666666,4.376666666666667,4.3999999999999995
7.0,5.003333333333333,5.236666666666667,4.59,4.07,4.43,4.490000000000001,4.273333333333333,3.986666666666667,4.3,5.23,5.436666666666667,4.819999999999999,4.239999999999999,4.72,4.716666666666667,4.62,4.236666666666667,4.586666666666667
7.5,4.8066666666666675,5.233333333333333,4.78,4.206666666666666,4.296666666666666,4.196666666666666,4.2,4.266666666666667,3.8766666666666665,4.95,5.403333333333332,4.97,4.303333333333334,4.603333333333334,4.403333333333333,4.386666666666667,4.523333333333333,4.216666666666668
8.0,4.993333333333333,5.096666666666667,4.6499999999999995,4.07,4.243333333333333,4.346666666666667,4.076666666666667,4.3500000000000005,4.156666666666666,5.1066666666666665,5.34,4.826666666666667,4.38,4.486666666666667,4.490000000000001,4.3,4.6033333333333335,4.383333333333334
8.5,4.840000000000001,5.043333333333333,4.56,4.2700000000000005,4.376666666666666,4.146666666666667,4.24,4.29,4.283333333333334,5.0,5.296666666666667,4.800000000000001,4.489999999999999,4.66,4.263333333333333,4.496666666666666,4.516666666666667,4.576666666666667
9.0,4.78,5.223333333333333,4.84,4.266666666666667,4.413333333333333,4.286666666666666,4.213333333333334,4.21,4.1866666666666665,4.87,5.386666666666667,5.0200000000000005,4.506666666666667,4.73,4.443333333333334,4.33,4.463333333333334,4.420000000000001
9.5,4.75,5.07,4.78,4.246666666666667,4.316666666666666,4.3500000000000005,4.1433333333333335,4.12,4.033333333333333,4.876666666666666,5.256666666666667,4.989999999999999,4.52,4.57,4.49,4.326666666666667,4.293333333333333,4.29
