ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,5.61,3.33,3.15,3.67,4.48,4.26,3.49,AUC
RF,5.86,3.39,3.43,4.07,3.6,4.12,3.52,AUC
DTREE,4.93,3.34,3.57,4.25,4.91,3.45,3.55,AUC
KNN,5.48,3.22,3.9,3.91,4.05,3.71,3.72,AUC
MLP,6.41,3.16,3.18,3.67,4.14,3.52,3.92,AUC
SVM,6.44,3.4,3.42,3.35,4.3,3.12,3.96,AUC
SGD,5.88,3.42,3.7,3.42,4.48,3.14,3.97,AUC
LRG,6.77,2.88,3.43,3.47,3.98,3.3,4.17,AUC
avarage,5.92,3.27,3.47,3.73,4.24,3.58,3.79,AUC
std,0.6,0.18,0.25,0.32,0.4,0.43,0.25,AUC
