ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.02,3.92,3.19,4.26,4.57,3.47,3.57,IBA
RF,6.34,3.46,3.3,4.0,3.48,3.84,3.6,IBA
SVM,6.6,2.98,3.49,3.7,4.34,2.79,4.1,IBA
ABC,5.49,2.93,3.22,3.84,3.98,4.38,4.16,IBA
KNN,5.93,3.03,3.48,3.52,3.86,3.95,4.21,IBA
SGD,5.7,3.33,3.61,3.78,3.79,3.57,4.22,IBA
LRG,6.89,2.55,3.36,3.58,3.94,3.2,4.48,IBA
MLP,6.66,2.61,3.26,3.44,4.1,3.36,4.57,IBA
avarage,6.08,3.1,3.36,3.77,4.01,3.57,4.11,IBA
std,0.65,0.45,0.15,0.27,0.34,0.49,0.37,IBA
