ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.89,2.78,3.58,3.81,4.21,3.52,3.2,IBA
SVM,6.59,3.07,3.7,3.84,4.57,2.99,3.24,IBA
KNN,6.01,3.16,3.64,3.72,3.96,4.05,3.46,IBA
ABC,5.6,3.02,3.34,3.91,4.15,4.48,3.52,IBA
DTREE,5.08,3.96,3.2,4.25,4.57,3.39,3.54,IBA
MLP,6.69,2.7,3.53,3.66,4.24,3.55,3.63,IBA
RF,6.34,3.39,3.27,4.07,3.4,3.89,3.64,IBA
SGD,5.73,3.39,3.75,3.89,3.84,3.63,3.76,IBA
avarage,6.12,3.19,3.5,3.89,4.12,3.69,3.5,IBA
std,0.62,0.4,0.21,0.19,0.39,0.45,0.2,IBA
