ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,2.93,4.29,4.14,3.71,3.71,2.57,IBA
RF,5.57,3.57,3.29,4.57,3.5,4.07,3.43,IBA
SVM,5.86,2.64,4.21,3.71,4.21,3.71,3.64,IBA
SGD,6.0,3.29,3.14,4.07,4.07,3.29,4.14,IBA
KNN,4.57,3.71,4.14,2.86,4.57,3.86,4.29,IBA
ABC,2.71,3.93,4.71,4.0,3.93,4.14,4.57,IBA
MLP,6.86,2.29,3.21,3.36,4.14,3.5,4.64,IBA
DTREE,3.93,3.93,3.71,2.86,4.71,3.79,5.07,IBA
avarage,5.27,3.29,3.84,3.7,4.11,3.76,4.04,IBA
std,1.42,0.61,0.58,0.62,0.41,0.28,0.8,IBA
