ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.25,3.55,3.19,4.69,5.25,4.61,3.48,F1
LRG,4.19,3.52,2.93,4.2,5.3,4.01,3.87,F1
RF,3.77,3.65,3.17,3.39,5.58,4.56,3.89,F1
MLP,2.96,3.62,3.18,4.04,5.37,4.6,4.23,F1
SGD,2.34,4.09,3.75,3.7,5.02,4.87,4.23,F1
KNN,1.9,4.38,3.43,4.34,6.01,3.38,4.57,F1
ABC,2.94,3.93,3.32,3.7,5.89,3.31,4.91,F1
DTREE,2.7,3.58,3.29,3.56,5.52,4.27,5.09,F1
avarage,3.01,3.79,3.28,3.95,5.49,4.2,4.28,F1
std,0.74,0.31,0.24,0.44,0.33,0.59,0.55,F1
