ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.08,3.85,3.31,4.92,5.16,4.36,4.31,REC
SGD,2.13,3.98,3.75,4.62,4.8,4.39,4.34,REC
RF,2.91,3.88,2.98,3.86,5.6,4.26,4.51,REC
MLP,2.17,3.21,3.24,4.33,5.59,4.9,4.56,REC
ABC,2.16,3.86,3.57,4.44,5.89,3.49,4.6,REC
LRG,2.41,3.31,3.34,4.84,5.28,4.16,4.66,REC
DTREE,2.6,4.06,3.0,4.0,5.65,3.85,4.84,REC
KNN,1.64,4.49,3.38,4.45,5.92,3.12,5.0,REC
avarage,2.26,3.83,3.32,4.43,5.48,4.07,4.6,REC
std,0.38,0.41,0.26,0.37,0.38,0.56,0.23,REC
