ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.65,3.03,3.7,3.77,3.9,3.59,3.36,PRE
SVM,5.62,3.43,3.52,3.45,4.64,3.65,3.7,PRE
SGD,4.76,3.62,3.51,4.14,4.69,3.38,3.9,PRE
MLP,5.52,3.18,3.29,4.07,4.18,3.76,4.0,PRE
KNN,3.84,3.57,3.84,4.18,4.56,3.88,4.13,PRE
ABC,3.92,3.66,3.4,3.73,4.98,3.94,4.37,PRE
RF,4.07,3.34,3.39,3.82,4.6,4.24,4.55,PRE
DTREE,3.78,3.22,3.36,3.98,5.2,3.65,4.81,PRE
avarage,4.77,3.38,3.5,3.89,4.59,3.76,4.1,PRE
std,1.06,0.23,0.19,0.25,0.41,0.26,0.47,PRE
