ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.43,4.16,3.48,4.43,4.02,3.37,3.11,SPE
RF,6.48,3.67,3.7,4.21,2.93,3.83,3.17,SPE
KNN,6.42,3.31,3.92,3.54,3.07,4.45,3.29,SPE
ABC,6.02,3.14,3.72,3.73,3.29,4.52,3.58,SPE
SGD,6.31,3.75,3.89,3.28,3.52,3.49,3.76,SPE
MLP,6.8,3.46,3.91,3.53,3.13,3.28,3.89,SPE
LRG,6.93,3.13,4.14,3.26,2.98,3.37,4.2,SPE
SVM,6.75,3.49,3.79,3.32,3.58,2.81,4.26,SPE
avarage,6.39,3.51,3.82,3.66,3.31,3.64,3.66,SPE
std,0.48,0.34,0.19,0.44,0.37,0.59,0.45,SPE
