ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
MLP,6.7,2.87,3.64,3.71,4.38,3.66,3.04,IBA
LRG,6.91,2.75,3.61,3.83,4.27,3.51,3.13,IBA
KNN,6.0,3.21,3.7,3.71,4.0,4.04,3.33,IBA
SVM,6.62,3.07,3.67,3.75,4.59,2.93,3.36,IBA
ABC,5.61,3.04,3.42,3.89,4.22,4.43,3.39,IBA
SGD,5.74,3.46,3.8,3.88,3.94,3.7,3.48,IBA
RF,6.35,3.49,3.34,4.02,3.43,3.87,3.5,IBA
DTREE,5.05,3.92,3.12,4.16,4.61,3.34,3.8,IBA
avarage,6.12,3.23,3.54,3.87,4.18,3.68,3.38,IBA
std,0.64,0.38,0.22,0.16,0.39,0.45,0.23,IBA
