ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,4.98,3.69,3.51,3.93,4.23,3.66,4.01,PRE
LRG,6.52,2.7,3.66,3.65,3.66,3.31,4.5,PRE
SVM,5.75,3.04,3.22,3.57,4.07,3.33,5.02,PRE
DTREE,3.64,3.7,2.88,4.04,5.1,3.42,5.22,PRE
MLP,5.36,2.84,3.21,3.52,4.15,3.7,5.22,PRE
RF,4.25,3.57,2.72,3.58,4.61,4.02,5.25,PRE
ABC,3.81,2.99,3.27,3.75,4.66,4.25,5.25,PRE
KNN,3.69,3.7,3.48,3.66,4.25,3.74,5.47,PRE
avarage,4.75,3.28,3.24,3.71,4.34,3.68,4.99,PRE
std,1.07,0.43,0.32,0.19,0.44,0.33,0.49,PRE
