ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,3.07,4.29,4.14,3.86,3.86,2.29,IBA
SVM,5.79,2.79,4.21,3.86,4.21,3.86,3.29,IBA
ABC,2.71,4.07,5.0,4.07,3.93,4.29,3.93,IBA
RF,5.57,3.21,3.21,4.57,3.07,4.07,4.29,IBA
KNN,4.43,3.86,4.14,3.0,4.43,3.86,4.29,IBA
SGD,6.0,3.29,2.86,4.07,4.07,3.43,4.29,IBA
MLP,6.86,2.14,3.21,3.21,4.07,3.64,4.86,IBA
DTREE,3.79,3.93,3.29,2.71,4.5,3.64,6.14,IBA
avarage,5.21,3.29,3.78,3.71,4.02,3.83,4.17,IBA
std,1.43,0.65,0.74,0.65,0.44,0.27,1.12,IBA
