ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.98,3.51,3.58,3.44,4.48,3.22,3.8,GEO
DTREE,5.05,3.24,3.53,4.32,4.49,3.44,3.93,GEO
LRG,6.93,2.97,3.4,3.52,4.04,3.1,4.03,GEO
ABC,5.72,3.3,3.08,3.46,3.93,4.29,4.23,GEO
SVM,6.63,3.07,3.27,3.39,4.24,2.89,4.51,GEO
RF,6.11,3.23,3.21,3.73,3.06,3.95,4.7,GEO
MLP,6.49,2.94,3.16,3.5,3.93,3.25,4.72,GEO
KNN,5.94,2.69,3.64,3.58,3.67,3.69,4.79,GEO
avarage,6.11,3.12,3.36,3.62,3.98,3.48,4.34,GEO
std,0.59,0.25,0.21,0.3,0.47,0.47,0.39,GEO
