ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,3.21,3.93,4.43,4.21,3.86,1.79,SPE
SVM,6.29,2.71,4.07,4.21,4.86,3.57,2.29,SPE
DTREE,5.14,5.14,4.43,4.43,3.43,3.0,2.43,SPE
KNN,5.14,4.21,4.29,2.57,4.29,4.64,2.86,SPE
RF,6.07,4.36,3.07,4.86,2.43,4.29,2.93,SPE
ABC,4.07,4.14,5.36,3.93,3.07,4.43,3.0,SPE
MLP,6.71,3.5,3.64,3.07,3.5,4.14,3.43,SPE
SGD,6.57,3.5,2.57,3.29,4.57,3.36,4.14,SPE
avarage,5.82,3.85,3.92,3.85,3.79,3.91,2.86,SPE
std,0.94,0.76,0.85,0.79,0.82,0.57,0.72,SPE
