ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.08,3.91,3.35,4.95,5.16,4.42,4.12,REC
SGD,2.1,3.94,3.78,4.71,4.83,4.37,4.27,REC
LRG,2.42,3.48,3.29,4.86,5.34,4.3,4.32,REC
MLP,2.14,3.24,3.24,4.34,5.67,4.88,4.5,REC
KNN,1.65,4.58,3.56,4.58,5.89,3.15,4.59,REC
ABC,2.14,3.89,3.57,4.48,5.84,3.38,4.71,REC
RF,2.84,3.81,2.94,3.83,5.49,4.15,4.94,REC
DTREE,2.51,4.02,2.92,3.89,5.52,3.72,5.43,REC
avarage,2.23,3.86,3.33,4.45,5.47,4.05,4.61,REC
std,0.35,0.4,0.3,0.42,0.36,0.58,0.42,REC
