ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.86,3.07,4.57,4.64,3.36,3.0,IBA
ABC,2.86,3.0,4.0,3.14,5.29,5.43,4.29,IBA
SGD,5.43,3.71,4.14,2.57,3.86,3.14,5.14,IBA
SVM,6.5,3.36,3.57,2.93,4.21,2.21,5.21,IBA
KNN,4.93,4.07,2.14,3.07,4.36,4.07,5.36,IBA
DTREE,4.14,3.93,2.36,3.43,4.86,3.71,5.57,IBA
MLP,6.64,3.29,2.79,3.43,2.79,2.93,6.14,IBA
RF,4.86,3.86,2.79,3.0,3.21,3.93,6.36,IBA
avarage,5.23,3.51,3.11,3.27,4.15,3.6,5.13,IBA
std,1.33,0.45,0.74,0.59,0.84,0.95,1.07,IBA
