ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,2.43,3.4,3.36,4.9,5.39,4.31,4.21,REC
SGD,2.12,3.97,3.77,4.67,4.79,4.38,4.3,REC
SVM,2.08,3.78,3.32,4.89,5.15,4.39,4.4,REC
MLP,2.14,3.11,3.22,4.34,5.61,4.84,4.73,REC
RF,2.84,3.83,2.96,3.84,5.55,4.17,4.82,REC
DTREE,2.61,4.1,2.98,3.96,5.7,3.82,4.84,REC
ABC,2.11,3.84,3.55,4.39,5.8,3.46,4.86,REC
KNN,1.65,4.46,3.38,4.43,5.91,3.11,5.07,REC
avarage,2.25,3.81,3.32,4.43,5.48,4.06,4.66,REC
std,0.37,0.41,0.27,0.39,0.37,0.56,0.31,REC
