ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.86,3.07,4.21,4.36,4.14,4.36,2.0,PRE
SVM,5.79,3.07,3.93,4.29,3.71,4.21,3.0,PRE
ABC,2.07,3.43,5.64,4.36,4.36,4.0,4.14,PRE
SGD,6.57,3.71,3.29,3.43,3.36,3.29,4.36,PRE
MLP,6.71,2.86,2.93,2.93,3.57,3.93,5.07,PRE
KNN,3.5,4.21,3.86,2.79,4.71,3.36,5.57,PRE
DTREE,3.93,4.21,2.93,2.5,5.0,3.86,5.57,PRE
RF,4.86,3.5,2.57,3.93,3.64,3.64,5.86,PRE
avarage,4.91,3.51,3.67,3.57,4.06,3.83,4.45,PRE
std,1.63,0.51,0.98,0.76,0.59,0.38,1.37,PRE
