ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.14,4.0,3.52,5.09,5.31,4.52,3.42,REC
LRG,2.48,3.62,3.42,5.01,5.39,4.42,3.66,REC
MLP,2.2,3.38,3.39,4.49,5.77,5.06,3.71,REC
KNN,1.66,4.75,3.67,4.7,6.04,3.33,3.85,REC
SGD,2.1,3.97,3.8,4.69,4.81,4.35,4.28,REC
RF,2.92,3.85,3.05,3.91,5.64,4.27,4.36,REC
DTREE,2.61,4.25,3.06,4.11,5.7,3.91,4.36,REC
ABC,2.09,3.94,3.66,4.44,5.96,3.48,4.42,REC
avarage,2.27,3.97,3.45,4.56,5.58,4.17,4.01,REC
std,0.38,0.41,0.28,0.41,0.4,0.57,0.39,REC
