ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.13,3.98,3.41,4.99,5.17,4.48,3.84,REC
MLP,2.2,3.28,3.33,4.42,5.7,4.97,4.11,REC
LRG,2.45,3.43,3.31,4.88,5.39,4.31,4.24,REC
SGD,2.12,3.95,3.78,4.66,4.8,4.43,4.26,REC
ABC,2.14,3.89,3.64,4.45,5.9,3.52,4.46,REC
KNN,1.69,4.61,3.48,4.53,5.97,3.15,4.57,REC
RF,2.82,3.82,2.95,3.83,5.58,4.27,4.73,REC
DTREE,2.59,4.11,2.96,4.02,5.71,3.86,4.75,REC
avarage,2.27,3.88,3.36,4.47,5.53,4.12,4.37,REC
std,0.35,0.41,0.29,0.4,0.39,0.58,0.31,REC
