ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.93,3.48,3.57,3.47,4.38,3.2,3.98,GEO
DTREE,5.08,3.21,3.53,4.22,4.45,3.41,4.09,GEO
ABC,5.75,3.25,3.12,3.51,3.86,4.24,4.26,GEO
RF,6.09,3.33,3.26,3.8,3.13,4.04,4.34,GEO
KNN,6.0,2.74,3.74,3.63,3.71,3.8,4.39,GEO
MLP,6.56,2.99,3.2,3.54,3.98,3.25,4.48,GEO
SVM,6.64,3.03,3.29,3.39,4.23,2.9,4.52,GEO
LRG,6.93,2.85,3.31,3.39,3.93,3.01,4.57,GEO
avarage,6.12,3.11,3.38,3.62,3.96,3.48,4.33,GEO
std,0.58,0.25,0.21,0.28,0.42,0.49,0.21,GEO
