ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,2.71,3.8,3.63,4.6,4.63,4.32,4.31,F1
SVM,3.3,3.6,3.02,4.66,4.98,4.07,4.37,F1
LRG,4.03,2.95,3.02,4.49,5.12,3.97,4.41,F1
MLP,2.93,3.1,3.04,4.16,5.49,4.67,4.61,F1
RF,3.87,3.57,2.89,3.62,5.16,4.11,4.76,F1
ABC,2.78,3.57,3.29,4.15,5.61,3.57,5.03,F1
DTREE,2.88,3.9,2.86,4.11,5.52,3.69,5.04,F1
KNN,1.97,4.47,3.26,4.41,5.74,3.01,5.15,F1
avarage,3.06,3.62,3.13,4.28,5.28,3.93,4.71,F1
std,0.67,0.47,0.25,0.34,0.37,0.51,0.33,F1
