ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.14,3.3,3.05,4.45,5.12,4.4,4.53,F1
LRG,4.13,3.34,2.82,3.99,5.23,3.79,4.7,F1
SGD,2.34,3.98,3.61,3.64,4.95,4.77,4.71,F1
MLP,2.99,3.48,3.01,3.85,5.2,4.29,5.17,F1
RF,3.57,3.45,2.94,3.13,5.32,4.28,5.31,F1
DTREE,2.71,3.5,3.29,3.48,5.33,4.18,5.52,F1
ABC,2.83,3.76,3.25,3.55,5.61,3.25,5.76,F1
KNN,1.8,4.13,3.27,4.18,5.74,3.11,5.77,F1
avarage,2.94,3.62,3.15,3.78,5.31,4.01,5.18,F1
std,0.71,0.3,0.25,0.42,0.25,0.58,0.49,F1
