ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,4.69,3.92,3.16,4.21,4.81,3.3,3.92,AUC
ABC,5.34,3.05,3.28,3.85,4.05,4.42,4.01,AUC
RF,6.01,3.48,3.15,3.98,3.43,3.75,4.2,AUC
KNN,5.44,3.27,3.35,3.73,3.93,3.75,4.52,AUC
SGD,5.55,3.27,3.57,3.67,3.72,3.53,4.68,AUC
SVM,6.48,3.07,3.16,3.61,3.98,2.87,4.84,AUC
LRG,6.6,2.58,3.25,3.63,3.78,3.26,4.89,AUC
MLP,6.43,2.67,3.32,3.36,3.85,3.45,4.92,AUC
avarage,5.82,3.16,3.28,3.76,3.94,3.54,4.5,AUC
std,0.67,0.43,0.14,0.26,0.4,0.46,0.41,AUC
