ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.14,3.29,3.29,4.57,4.07,4.0,3.64,F1
SVM,5.21,3.07,2.93,4.79,3.57,4.0,4.43,F1
DTREE,3.86,4.14,3.21,2.43,5.43,4.14,4.79,F1
RF,5.14,3.43,2.5,4.0,3.71,4.0,5.21,F1
KNN,3.21,4.36,3.57,3.21,4.71,3.64,5.29,F1
SGD,4.64,3.43,2.43,3.79,4.14,4.29,5.29,F1
ABC,1.86,3.64,4.21,3.86,4.79,3.43,6.21,F1
MLP,5.93,2.5,2.79,2.57,3.79,4.14,6.29,F1
avarage,4.38,3.48,3.12,3.65,4.28,3.96,5.14,F1
std,1.33,0.59,0.59,0.86,0.64,0.28,0.88,F1
