ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.21,3.36,3.43,4.79,4.07,4.0,3.14,F1
SVM,5.21,3.07,3.07,4.79,3.71,4.0,4.14,F1
SGD,4.79,3.64,2.43,4.07,4.29,4.43,4.36,F1
ABC,2.0,3.79,4.64,4.0,5.21,3.5,4.86,F1
KNN,3.36,4.21,3.71,3.0,4.86,3.64,5.21,F1
RF,5.07,3.29,2.36,3.93,3.57,3.93,5.86,F1
DTREE,3.57,3.93,3.07,2.29,5.14,4.0,6.0,F1
MLP,6.07,2.5,2.79,2.57,3.64,4.14,6.29,F1
avarage,4.41,3.47,3.19,3.68,4.31,3.96,4.98,F1
std,1.32,0.54,0.75,0.96,0.68,0.29,1.07,F1
