ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,2.07,3.73,3.35,4.87,5.11,4.21,4.66,REC
LRG,2.39,3.29,3.27,4.81,5.26,4.2,4.77,REC
ABC,2.18,3.83,3.57,4.39,5.8,3.45,4.79,REC
MLP,2.13,3.14,3.18,4.3,5.58,4.87,4.8,REC
SGD,2.07,3.91,3.69,4.59,4.67,4.25,4.82,REC
RF,2.86,3.8,2.96,3.8,5.55,4.18,4.84,REC
DTREE,2.57,4.04,2.97,3.96,5.68,3.75,5.03,REC
KNN,1.63,4.46,3.36,4.44,5.91,3.11,5.08,REC
avarage,2.24,3.77,3.29,4.4,5.45,4.0,4.85,REC
std,0.37,0.41,0.26,0.38,0.41,0.55,0.14,REC
