ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.91,2.92,3.62,3.75,4.11,3.48,3.21,GEO
MLP,6.69,2.89,3.69,3.69,4.17,3.63,3.24,GEO
SVM,6.69,3.24,3.66,3.79,4.43,2.93,3.28,GEO
KNN,6.03,3.13,3.72,3.7,3.98,4.05,3.39,GEO
ABC,5.73,3.07,3.4,3.95,4.02,4.38,3.46,GEO
SGD,5.75,3.47,3.92,3.7,3.89,3.71,3.57,GEO
DTREE,5.07,3.98,3.2,4.21,4.54,3.4,3.6,GEO
RF,6.3,3.35,3.29,4.1,3.31,3.84,3.81,GEO
avarage,6.14,3.26,3.56,3.86,4.06,3.68,3.45,GEO
std,0.62,0.35,0.24,0.2,0.37,0.44,0.21,GEO
