ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.91,2.93,3.61,3.78,4.05,3.57,3.15,GEO
MLP,6.67,2.93,3.7,3.72,4.17,3.61,3.19,GEO
SVM,6.7,3.26,3.7,3.8,4.44,2.91,3.2,GEO
KNN,6.05,3.19,3.79,3.75,3.91,4.05,3.27,GEO
DTREE,5.1,4.0,3.2,4.34,4.63,3.43,3.29,GEO
RF,6.32,3.45,3.36,4.1,3.43,3.96,3.38,GEO
SGD,5.8,3.55,3.93,3.78,3.89,3.67,3.39,GEO
ABC,5.7,3.04,3.35,3.97,4.08,4.41,3.45,GEO
avarage,6.15,3.29,3.58,3.9,4.08,3.7,3.29,GEO
std,0.61,0.36,0.25,0.22,0.36,0.45,0.11,GEO
