ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,3.21,3.79,4.21,4.0,4.36,1.79,GEO
SVM,5.86,2.71,4.07,4.07,4.07,3.86,3.36,GEO
ABC,2.64,4.07,5.0,4.07,4.21,4.5,3.5,GEO
RF,5.36,3.64,3.21,4.07,3.21,4.07,4.43,GEO
MLP,6.79,2.36,3.21,3.07,4.43,3.5,4.64,GEO
KNN,4.79,3.5,4.07,2.86,4.29,3.5,5.0,GEO
SGD,6.14,3.07,2.93,3.64,3.71,3.5,5.0,GEO
DTREE,4.43,3.86,3.64,2.79,4.43,3.71,5.14,GEO
avarage,5.33,3.3,3.74,3.6,4.04,3.88,4.11,GEO
std,1.37,0.58,0.66,0.6,0.41,0.4,1.16,GEO
