ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.93,4.14,4.0,3.71,3.71,3.0,IBA
SVM,5.79,2.71,4.14,3.79,4.14,3.86,3.57,IBA
DTREE,4.5,4.21,3.71,2.86,4.79,3.93,4.0,IBA
KNN,4.43,3.86,4.14,3.0,4.43,4.0,4.14,IBA
RF,5.64,3.14,3.29,4.43,3.14,4.07,4.29,IBA
MLP,6.79,2.29,3.36,3.29,4.07,3.79,4.43,IBA
SGD,6.0,3.0,2.86,4.21,4.07,3.43,4.43,IBA
ABC,2.86,3.79,4.86,4.14,3.64,4.14,4.57,IBA
avarage,5.31,3.24,3.81,3.71,4.0,3.87,4.05,IBA
std,1.3,0.65,0.64,0.59,0.5,0.23,0.53,IBA
