ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.06,3.49,3.3,3.72,3.84,4.5,3.1,AUC
LRG,6.78,3.03,3.69,3.62,4.18,3.53,3.16,AUC
SVM,6.52,3.03,3.76,3.66,4.43,3.37,3.22,AUC
MLP,6.45,3.28,3.57,3.86,3.84,3.62,3.39,AUC
SGD,5.23,3.64,3.5,3.61,4.2,4.25,3.57,AUC
ABC,5.8,3.51,3.07,3.26,4.19,4.39,3.78,AUC
KNN,5.61,3.24,3.41,3.39,4.49,3.94,3.91,AUC
DTREE,4.7,3.58,3.2,4.01,4.68,3.69,4.13,AUC
avarage,5.89,3.35,3.44,3.64,4.23,3.91,3.53,AUC
std,0.7,0.24,0.24,0.24,0.3,0.42,0.38,AUC
