ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.75,2.8,3.61,3.97,4.03,3.66,3.19,AUC
MLP,6.48,2.93,3.68,3.64,4.17,3.7,3.4,AUC
SVM,6.57,3.31,3.48,3.88,4.3,3.04,3.41,AUC
DTREE,4.79,4.0,3.22,4.34,4.93,3.29,3.43,AUC
KNN,5.57,3.44,3.61,3.94,4.08,3.89,3.45,AUC
RF,6.07,3.66,3.3,4.07,3.53,3.88,3.48,AUC
SGD,5.68,3.44,3.84,3.81,3.93,3.75,3.54,AUC
ABC,5.39,3.03,3.38,3.94,4.19,4.45,3.62,AUC
avarage,5.91,3.33,3.52,3.95,4.15,3.71,3.44,AUC
std,0.68,0.4,0.21,0.2,0.39,0.42,0.13,AUC
