ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.75,2.79,3.53,3.96,4.15,3.67,3.16,AUC
SVM,6.58,3.34,3.45,3.84,4.35,3.03,3.4,AUC
MLP,6.48,2.89,3.68,3.6,4.19,3.75,3.41,AUC
SGD,5.71,3.4,3.87,3.75,3.88,3.85,3.53,AUC
KNN,5.55,3.41,3.5,3.89,4.17,3.93,3.54,AUC
ABC,5.44,3.05,3.44,3.9,4.2,4.43,3.54,AUC
DTREE,4.71,3.97,3.2,4.22,4.83,3.28,3.79,AUC
RF,6.05,3.54,3.23,4.07,3.39,3.8,3.92,AUC
avarage,5.91,3.3,3.49,3.9,4.14,3.72,3.54,AUC
std,0.69,0.38,0.22,0.19,0.41,0.42,0.24,AUC
