ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
MLP,6.41,3.27,3.25,3.8,4.3,3.66,3.31,AUC
LRG,6.82,3.11,3.51,3.59,4.12,3.43,3.41,AUC
ABC,5.6,3.36,3.11,3.69,4.53,4.27,3.43,AUC
SGD,5.88,3.55,3.75,3.52,4.58,3.27,3.45,AUC
DTREE,5.02,3.28,3.57,4.3,4.89,3.4,3.54,AUC
SVM,6.5,3.39,3.49,3.48,4.4,3.13,3.61,AUC
KNN,5.43,3.26,3.85,3.93,4.07,3.72,3.73,AUC
RF,5.86,3.32,3.37,4.04,3.48,4.11,3.82,AUC
avarage,5.94,3.32,3.49,3.79,4.3,3.62,3.54,AUC
std,0.6,0.12,0.24,0.29,0.42,0.4,0.17,AUC
